First_Data_Set_Name,Second_Data_Set_Name,Wasserstein_Distance_Normalized,Wasserstein_Distance_Not_Normalized
simdata_software_sim23_rerun_rerun_04_iteration_0_SimUser002_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_01_iteration_2_SimUser004_converted_and_labeled_data.gz,9.708764470101897e-05,3041.4090909090905
simdata_software_sim23_rerun_rerun_04_iteration_0_SimUser002_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_03_iteration_0_SimUser004_converted_and_labeled_data.gz,0.00011727442904121701,4822.95652173913
simdata_software_sim23_rerun_rerun_04_iteration_0_SimUser002_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_04_iteration_0_SimUser004_converted_and_labeled_data.gz,7.889328350649846e-05,2498.0869565217386
simdata_software_sim23_rerun_rerun_04_iteration_0_SimUser002_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_06_iteration_2_SimUser004_converted_and_labeled_data.gz,4.485818843400457e-05,722.9565217391306
simdata_software_sim23_rerun_rerun_04_iteration_0_SimUser002_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_07_iteration_4_SimUser004_converted_and_labeled_data.gz,0.00021692447103398616,23719.869565217392
simdata_software_sim23_rerun_rerun_04_iteration_0_SimUser002_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_06_iteration_1_SimUser004_converted_and_labeled_data.gz,9.491178614640248e-05,17646.434782608692
simdata_software_sim23_rerun_rerun_04_iteration_0_SimUser002_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_04_iteration_3_SimUser004_converted_and_labeled_data.gz,4.756374777563943e-05,899.434782608696
simdata_software_sim23_rerun_rerun_04_iteration_0_SimUser002_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_03_iteration_3_SimUser004_converted_and_labeled_data.gz,5.490529874237776e-05,1100.391304347826
simdata_software_sim23_rerun_rerun_04_iteration_0_SimUser002_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_01_iteration_1_SimUser004_converted_and_labeled_data.gz,9.427336997714931e-05,3589.954545454544
simdata_software_sim23_rerun_rerun_04_iteration_0_SimUser002_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_06_iteration_4_SimUser004_converted_and_labeled_data.gz,4.536755579659971e-05,744.0434782608697
simdata_software_sim23_rerun_rerun_04_iteration_0_SimUser002_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_07_iteration_2_SimUser004_converted_and_labeled_data.gz,5.2558294971067646e-05,921.0869565217394
simdata_software_sim23_rerun_rerun_04_iteration_0_SimUser002_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_02_iteration_0_SimUser004_converted_and_labeled_data.gz,4.5310094509543e-05,565.608695652174
simdata_software_sim23_rerun_rerun_04_iteration_0_SimUser002_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_01_iteration_4_SimUser004_converted_and_labeled_data.gz,9.577488310088197e-05,3385.1818181818176
simdata_software_sim23_rerun_rerun_04_iteration_0_SimUser002_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_02_iteration_3_SimUser004_converted_and_labeled_data.gz,0.0001255068623285864,4040.04347826087
simdata_software_sim23_rerun_rerun_04_iteration_0_SimUser002_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_07_iteration_1_SimUser004_converted_and_labeled_data.gz,6.644705905415425e-05,768.9130434782612
simdata_software_sim23_rerun_rerun_04_iteration_0_SimUser002_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_03_iteration_1_SimUser004_converted_and_labeled_data.gz,4.7415470335123474e-05,609.3478260869568
simdata_software_sim23_rerun_rerun_04_iteration_0_SimUser002_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_01_iteration_3_SimUser004_converted_and_labeled_data.gz,9.586389505490428e-05,3620.681818181817
simdata_software_sim23_rerun_rerun_04_iteration_0_SimUser002_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_06_iteration_3_SimUser004_converted_and_labeled_data.gz,6.619979941229325e-05,26800.173913043473
simdata_software_sim23_rerun_rerun_04_iteration_0_SimUser002_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_04_iteration_1_SimUser004_converted_and_labeled_data.gz,8.18274434551644e-05,31736.347826086956
simdata_software_sim23_rerun_rerun_04_iteration_0_SimUser002_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_04_iteration_2_SimUser004_converted_and_labeled_data.gz,5.0691400359399e-05,1102.3478260869563
simdata_software_sim23_rerun_rerun_04_iteration_0_SimUser002_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_06_iteration_0_SimUser004_converted_and_labeled_data.gz,5.363879941002924e-05,1570.0869565217388
simdata_software_sim23_rerun_rerun_04_iteration_0_SimUser002_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_01_iteration_0_SimUser004_converted_and_labeled_data.gz,8.322849259760084e-05,1711.818181818182
simdata_software_sim23_rerun_rerun_04_iteration_0_SimUser002_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_02_iteration_4_SimUser004_converted_and_labeled_data.gz,4.7639818621419976e-05,1168.9565217391307
simdata_software_sim23_rerun_rerun_04_iteration_0_SimUser002_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_03_iteration_2_SimUser004_converted_and_labeled_data.gz,8.662010020126294e-05,31650.78260869565
simdata_software_sim23_rerun_rerun_04_iteration_0_SimUser002_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_07_iteration_3_SimUser004_converted_and_labeled_data.gz,6.265811763890576e-05,1134.0
simdata_software_sim23_rerun_rerun_04_iteration_0_SimUser002_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_02_iteration_1_SimUser004_converted_and_labeled_data.gz,0.00030544623130656273,34928.608695652176
simdata_software_sim23_rerun_rerun_04_iteration_0_SimUser002_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_02_iteration_2_SimUser004_converted_and_labeled_data.gz,5.317942569494234e-05,1186.5217391304352
simdata_software_sim23_rerun_rerun_04_iteration_0_SimUser002_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_03_iteration_4_SimUser004_converted_and_labeled_data.gz,0.0001089993698101574,4285.347826086957
simdata_software_sim23_rerun_rerun_04_iteration_0_SimUser002_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_07_iteration_0_SimUser004_converted_and_labeled_data.gz,4.8556807383790745e-05,911.8695652173911
simdata_software_sim23_rerun_rerun_04_iteration_0_SimUser002_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_04_iteration_4_SimUser004_converted_and_labeled_data.gz,6.684924373995385e-05,18005.17391304348
