First_Data_Set_Name,Second_Data_Set_Name,Wasserstein_Distance_Normalized,Wasserstein_Distance_Not_Normalized
simdata_hardware_sim23_Hardware_Sim_23_Run_8_[36-40]_iteration_4_SimUser002_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_01_iteration_2_SimUser004_converted_and_labeled_data.gz,0.0001668057178534444,2464.2727272727284
simdata_hardware_sim23_Hardware_Sim_23_Run_8_[36-40]_iteration_4_SimUser002_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_03_iteration_0_SimUser004_converted_and_labeled_data.gz,0.00024764880252330345,7646.0
simdata_hardware_sim23_Hardware_Sim_23_Run_8_[36-40]_iteration_4_SimUser002_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_04_iteration_0_SimUser004_converted_and_labeled_data.gz,0.00017232113659838803,5281.043478260868
simdata_hardware_sim23_Hardware_Sim_23_Run_8_[36-40]_iteration_4_SimUser002_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_06_iteration_2_SimUser004_converted_and_labeled_data.gz,0.00018072095609517194,3436.434782608695
simdata_hardware_sim23_Hardware_Sim_23_Run_8_[36-40]_iteration_4_SimUser002_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_07_iteration_4_SimUser004_converted_and_labeled_data.gz,0.00018254185474131146,21860.04347826087
simdata_hardware_sim23_Hardware_Sim_23_Run_8_[36-40]_iteration_4_SimUser002_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_06_iteration_1_SimUser004_converted_and_labeled_data.gz,0.00020924979932070034,20255.130434782608
simdata_hardware_sim23_Hardware_Sim_23_Run_8_[36-40]_iteration_4_SimUser002_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_04_iteration_3_SimUser004_converted_and_labeled_data.gz,0.00015059507403970913,2668.304347826087
simdata_hardware_sim23_Hardware_Sim_23_Run_8_[36-40]_iteration_4_SimUser002_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_03_iteration_3_SimUser004_converted_and_labeled_data.gz,0.0001688450830697781,3717.782608695652
simdata_hardware_sim23_Hardware_Sim_23_Run_8_[36-40]_iteration_4_SimUser002_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_01_iteration_1_SimUser004_converted_and_labeled_data.gz,0.00015488499942174576,2969.6363636363644
simdata_hardware_sim23_Hardware_Sim_23_Run_8_[36-40]_iteration_4_SimUser002_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_06_iteration_4_SimUser004_converted_and_labeled_data.gz,0.00018479602451631626,3053.695652173913
