First_Data_Set_Name,Second_Data_Set_Name,Wasserstein_Distance_Normalized,Wasserstein_Distance_Not_Normalized
simdata_software_sim23_rerun_rerun_02_iteration_1_SimUser001_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_02_iteration_0_SimUser003_converted_and_labeled_data.gz,0.0001258932434279082,1248.1304347826085
simdata_software_sim23_rerun_rerun_02_iteration_1_SimUser001_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_01_iteration_4_SimUser003_converted_and_labeled_data.gz,0.00018054324021800583,2349.7826086956525
simdata_software_sim23_rerun_rerun_02_iteration_1_SimUser001_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_06_iteration_4_SimUser003_converted_and_labeled_data.gz,0.00013731274618753017,1043.565217391304
simdata_software_sim23_rerun_rerun_02_iteration_1_SimUser001_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_07_iteration_2_SimUser003_converted_and_labeled_data.gz,0.00013085698705696055,1565.652173913043
simdata_software_sim23_rerun_rerun_02_iteration_1_SimUser001_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_07_iteration_1_SimUser003_converted_and_labeled_data.gz,0.00015409014885748082,2524.916666666667
simdata_software_sim23_rerun_rerun_02_iteration_1_SimUser001_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_02_iteration_3_SimUser003_converted_and_labeled_data.gz,0.00020062698721633133,5684.666666666666
simdata_software_sim23_rerun_rerun_02_iteration_1_SimUser001_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_04_iteration_0_SimUser003_converted_and_labeled_data.gz,0.00013322893256916194,1862.6521739130428
simdata_software_sim23_rerun_rerun_02_iteration_1_SimUser001_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_06_iteration_2_SimUser003_converted_and_labeled_data.gz,0.0001506002993856355,1201.7826086956518
simdata_software_sim23_rerun_rerun_02_iteration_1_SimUser001_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_07_iteration_4_SimUser003_converted_and_labeled_data.gz,0.00012115705947337886,1516.347826086956
simdata_software_sim23_rerun_rerun_02_iteration_1_SimUser001_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_01_iteration_2_SimUser003_converted_and_labeled_data.gz,0.00011698905877887948,3166.818181818182
simdata_software_sim23_rerun_rerun_02_iteration_1_SimUser001_converted_and_labeled_data.gz,simdata_software_sim23_rerun_rerun_03_iteration_0_SimUser003_converted_and_labeled_data.gz,0.0002282003136466526,5664.791666666667
